0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0010000000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1010001000000100,1000100010000000,0000000001110000
0,0000000000000010,0000000000000100,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1010001000000100,1000100010000000,0000000001110000
0,0000000000000010,0000000000001000,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000001110000110
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011000110001000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011000110001000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0001110000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000000100,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000000100001000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000010000,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1010001000000100,1000100010000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1010001000000100,1000100010000000,0011000110001000
0,0000000000000010,0000000000010000,0000000001000000,0010000000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,1000000110000010,0010010010000100,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0000001110000110
0,0000000000000010,0000000000000100,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0011000110001000
0,0000000000000010,0000000000010000,0000000001000000,0000010000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0011100000000000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000000100001000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000001110000110
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000000100001000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0000000011100000
0,0000000000000010,0000000000001000,0000000001000000,0010000000000000,0000100000010000,0000000110000000,0001001100001000,0000000001000100,1000000000100100,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000001110000110
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0011000110001000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0001111100011000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0000110001000000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0000001110000110
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0000110001000000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000001001000000,0001001100001000,0000000100001000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0000001110000110
0,0000000000000010,0000000000001000,0000000001000000,0000010000000000,0010000000000100,0000001001000000,0001001100001000,0000000100001000,0000000100010000,0100010000000000,1001000100000010,1000010001000000,0011100000000000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0001001100001000,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000000100,0000000001000000,0000100000000000,0000100000010000,1000000110000010,0010010010000100,0000000000100001,0000001000100000,0100010000000000,1001000100000010,1000010001000000,0001111100011000
0,0000000000000010,0000000000000100,0000000001000000,0000010000000000,0001000000001000,0000000110000000,0010010010000100,0000000000100001,0000100010000000,0100010000000000,1001000100000010,1000010001000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,1000000110000010,0000110001000000,0000000001000100,1000000000100100,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000010000,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0000110001000000,0000000001000100,0001000100000000,0100010000000000,1001000100000010,1000100010000000,0001111100011000
0,0000000000000010,0000000000001000,0000000001000000,0000100000000000,0000100000010000,0000000110000000,0000000100000011,0000001000010000,0000010000100100,0100010000000000,1001000100000010,1000100010000000,0000000001110000
0,0000000000000010,0000000000010000,0000000001000000,0000010000000000,0001000000001000,0000001001000000,0000011100100000,0000001000010000,0000000100010000,0100010000000000,1001000100000010,1000100010000000,0000000001110000
